"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","JAMECO","Package","Resistance","Tempco","Voltage","RESType","Tolerance","Wattage"
"40d5bda0-9d42-4c29-aab8-a27ef3c786fd","","","","","","GPI","2K 0.1%","A0491","","","","","","","2K","","","","0.1%",""
"a5bbb37d-7c56-473e-8062-f4a05476dd37","","","","","","","PTF56 2K5 BT13","A0446","","","","","","","2K5","","","","0.1%",""
"713a1554-ed62-493a-8af5-b5363a3e36f9","","","","","","TRW","20K 0.1% T10","A0478","","","","","","","20K","","","","0.1%",""
"21fddcbb-971b-4f76-a4a7-4e722defd76c","","","","","","","PRI/10K 0.1% TC25","A0471","","","","","","","10K","","","","0.1%",""
"f07f21ac-c9b2-45ea-8b3f-f1cf95ee52c5","","","","","","BOURNS","3006P-1-502VP","A0690","","","","","41890","","5K","","","TRIM MT HOR","",""
"6b867bce-5a83-4732-a901-cee244c6d866","","","","","","","MF1/4DCT52R4700F","A0708","","","","","","","","","","","",""
"c1b6daaa-c262-443c-b755-6b4b9bfd6b6f","","","","","","BI","84WR200LF","A0713","","","","","","","","","","","",""
"f69863fb-f99d-4766-ac44-6d47ebe73a3c","","","","","","","","A0714, A0716, A0731, A0728","","","","","","TH","10K","","","","1%","1/4W"
"14cab52d-c813-4920-b630-653acc371504","","","","","","","CW2B-1K-5%","A0717, A0718","","","","","","TH","1K","","","","5%","3W"
"6a92b3fa-786d-4fc9-8e0e-403275f9b625","","","","","","","","A0726","","","","","","TH","13K","","","","1%",""
"e9bb831b-4952-4660-88bd-8113e47de1a3","","","","","","JAMECO","690911","A0734","","","","","690911","TH","1K6","","","","5%","1/4W"
"1852a930-bba6-4d09-acc0-0feaff0d51f3","","","","","","JAMECO","","A0733","","","","","","TH","1K5","","","","5%","1/4W"
"d8b557b3-eeeb-4163-9bc4-06ddd0af6f3a","","","","","","JAMECO","","A0735","","","","","","TH","4K7","","","","5%","1/4W"
"cb2e6318-0690-46bd-a58f-8d2e506a302a","","","","","","JAMECO","","A0737","","","","","","TH","10K","","","","5%","1/4W"
"5aba39da-976b-4636-a46b-a92a40f44de6","","","","","","JAMECO","","A0736","","","","","","TH","240R","","","","5%","1/4W"
"9ea5d9cb-1695-456e-8643-bc413924b663","","","","","","YAGEO","MFR-25FTE52-2K","A0738","","","","","","TH","2K","","","","1%","1/4W"
"0f05a418-5ade-4e8d-9b80-41c562651794","","","","","","YAGEO","MFR-25FTE52-100K","A0739","","","","","","TH","100K","","","","1%","1/4W"
"b1a65e44-3b6e-4f7f-9866-855041975610","","","","","","YAGEO","MFR-25FTE52-9K76","A0740","","","","","","TH","9K76","","","","1%","1/4W"
"3ad02465-cf03-4522-a4e1-526f6c8a2ac9","","","","","","YAGEO","MFR-25FTE52-9K53","A0741","","","","","","TH","9K53","","","","1%","1/4W"
"4af3d187-8219-43bb-b9a8-a466ec6efb89","","","","","","YAGEO","MFR-25FTE52-1K3","A0742","","","","","","TH","1K3","","","","1%","1/4W"
"0fcb3bb1-fb31-4b13-93c1-4153e5670dfb","","","","","","YAGEO","MFR-25FTE52-30R","A0743","","","","","","TH","30R","","","","1%","1/4W"
"ae6c27f9-f9d5-46ef-9312-d70855adf34e","","","","","","YAGEO","MFR-25FTE52-1K","A0744","","","","","","TH","1K","","","","1%","1/4W"
"55dcb89c-962a-43ab-a7f3-a99ac31a6c17","","","","","","YAGEO","MFR-25FTE52-2K26","A0745","","","","","","TH","2K26","","","","1%","1/4W"
"46b3ee2e-03b0-4dde-b19f-281f075d4799","","","","","","YAGEO","MFR-25FTE52-130R","A0746","","","","","","TH","130R","","","","1%","1/4W"
"5705d808-2eb7-4f52-b6e2-3621f20d4cf5","","","","","","EBAY","","A0830","","","","","","TH","9K09","","","","1%","1/4W"
